,datetime,open,high,low,close,volume,prc_change,group_id
0,2018-01-01 00:49:00,13548.0,13599.99,13545.3,13560.11,6.998959,,0
1,2018-01-01 00:50:00,13596.88,13690.87,13521.39,13535.0,16.235999,-0.001851754889893975,0
2,2018-01-01 00:51:00,13574.85,13598.99,13542.7,13581.56,2.898871,0.0034399704469891823,0
3,2018-01-01 00:52:00,13598.99,13603.76,13582.48,13598.99,12.245449,0.0012833577291562204,0
4,2018-01-01 00:53:00,13598.99,13598.99,13531.99,13548.2,8.703766,-0.003734836190040558,0
5,2018-01-01 00:54:00,13548.2,13584.65,13530.0,13530.0,7.822261,-0.0013433518843831704,0
6,2018-01-01 00:55:00,13530.0,13569.66,13529.98,13531.7,6.833715,0.00012564671101267244,0
7,2018-01-01 00:56:00,13531.7,13531.7,13499.98,13510.0,7.048491,-0.0016036418188402068,0
8,2018-01-01 00:57:00,13528.98,13528.98,13456.37,13462.49,6.664322,-0.0035166543301258235,0
9,2018-01-01 00:58:00,13462.49,13524.5,13452.56,13471.61,16.221532,0.0006774378291090066,1
10,2018-01-01 00:59:00,13522.98,13574.05,13471.62,13529.01,8.045008,0.0042608121820628675,1
11,2018-01-01 01:00:00,13528.99,13571.74,13527.9,13543.87,1.535737,0.0010983804432105337,1
12,2018-01-01 01:01:00,13570.0,13570.0,13521.99,13530.98,3.980699,-0.000951722070575145,1
13,2018-01-01 01:02:00,13521.99,13530.98,13481.82,13530.98,4.349511,0.0,1
14,2018-01-01 01:03:00,13530.98,13530.98,13486.53,13520.89,5.241385999999999,-0.0007456961727827505,1
15,2018-01-01 01:04:00,13520.89,13520.89,13481.82,13510.85,9.846013,-0.0007425546691082197,1
16,2018-01-01 01:05:00,13499.99,13520.78,13481.98,13510.85,2.643925,0.0,1
17,2018-01-01 01:06:00,13520.76,13520.76,13489.69,13500.98,1.154356,-0.0007305239862777091,1
18,2018-01-01 01:07:00,13490.09,13517.91,13465.0,13480.01,4.114008,-0.0015532205810244726,1
19,2018-01-01 01:08:00,13490.7,13490.7,13453.0,13453.0,3.856819,-0.002003707712383007,1
20,2018-01-01 01:09:00,13460.0,13479.0,13450.1,13450.1,9.797444,-0.00021556530141975117,1
21,2018-01-01 01:10:00,13452.55,13452.55,13402.28,13402.28,7.300546,-0.0035553639006401516,1
22,2018-01-01 01:11:00,13433.34,13469.99,13404.14,13469.99,7.623139,0.005052125459250156,2
23,2018-01-01 01:12:00,13436.01,13479.0,13436.01,13478.98,6.356779,0.0006674095526426616,2
24,2018-01-01 01:13:00,13478.98,13479.0,13445.63,13445.63,3.265493,-0.002474222826949868,2
25,2018-01-01 01:14:00,13445.63,13470.0,13426.9,13445.63,1.471678,0.0,2
26,2018-01-01 01:15:00,13469.99,13469.99,13446.69,13468.0,2.415631,0.001663737586115488,2
27,2018-01-01 01:16:00,13468.0,13469.99,13450.01,13469.99,3.005456,0.0001477576477575404,2
28,2018-01-01 01:17:00,13450.05,13517.78,13445.63,13492.09,12.527876,0.0016406842172860259,2
29,2018-01-01 01:18:00,13492.09,13530.98,13489.98,13492.14,5.19345,3.705875071924325e-06,2
30,2018-01-01 01:19:00,13516.41,13550.66,13500.19,13550.66,3.050559,0.0043373401106125975,2
31,2018-01-01 01:20:00,13550.85,13578.0,13540.05,13578.0,4.583715,0.0020176139022010098,3
32,2018-01-01 01:21:00,13579.98,13595.89,13541.36,13560.91,8.10443,-0.0012586537045220503,3
33,2018-01-01 01:22:00,13590.0,13592.71,13560.91,13562.65,3.749701,0.00012830997329826843,3
34,2018-01-01 01:23:00,13587.98,13589.0,13562.45,13586.0,7.148379,0.0017216399449959674,3
35,2018-01-01 01:24:00,13586.0,13586.0,13541.0,13541.2,17.304808,-0.003297512144854964,3
36,2018-01-01 01:25:00,13584.95,13584.95,13513.91,13568.86,6.73058,0.0020426550084187145,3
37,2018-01-01 01:26:00,13568.86,13585.0,13541.06,13568.27,1.796739,-4.348191373482191e-05,3
38,2018-01-01 01:27:00,13568.27,13584.98,13567.05,13575.0,5.132778,0.000496010176684214,3
39,2018-01-01 01:28:00,13579.03,13579.03,13568.34,13569.0,4.997652,-0.00044198895027625085,3
40,2018-01-01 01:29:00,13569.0,13569.0,13534.55,13560.0,2.120004,-0.0006632765863364698,3
41,2018-01-01 01:30:00,13559.99,13559.99,13557.98,13557.99,0.682956,-0.0001482300884956267,3
42,2018-01-01 01:31:00,13528.23,13557.99,13525.02,13557.98,4.728258,-7.375724573321918e-07,3
43,2018-01-01 01:32:00,13557.98,13557.98,13529.84,13529.84,5.515513,-0.002075530425623806,3
44,2018-01-01 01:33:00,13529.84,13550.68,13477.2,13477.2,10.090057,-0.003890659460865753,3
45,2018-01-01 01:34:00,13522.24,13522.24,13500.0,13500.14,2.234975,0.0017021339744158759,3
46,2018-01-01 01:35:00,13500.16,13522.1,13477.2,13520.0,3.676649,0.0014710958553023623,3
47,2018-01-01 01:36:00,13520.0,13521.0,13477.2,13520.03,4.867661,2.2189349113688195e-06,3
48,2018-01-01 01:37:00,13520.99,13520.99,13480.05,13519.79,2.525486,-1.775143990068173e-05,3
49,2018-01-01 01:38:00,13519.73,13520.99,13491.53,13519.97,5.415448,1.3313816264792777e-05,3
50,2018-01-01 01:39:00,13515.9,13520.3,13515.89,13515.89,10.370554,-0.00030177581754986527,3
51,2018-01-01 01:40:00,13520.3,13520.3,13500.0,13500.01,2.293994,-0.001174913379732967,3
52,2018-01-01 01:41:00,13500.01,13511.08,13450.98,13450.98,4.539772,-0.0036318491615933146,3
53,2018-01-01 01:42:00,13450.98,13451.0,13443.0,13443.0,6.841792,-0.0005932653234187457,3
54,2018-01-01 01:43:00,13443.0,13451.15,13430.0,13451.15,5.619996,0.0006062634828534197,4
55,2018-01-01 01:44:00,13451.15,13475.0,13430.0,13440.01,4.965294,-0.0008281819770056265,4
56,2018-01-01 01:45:00,13440.01,13440.01,13405.2,13405.2,8.335434,-0.0025900278348006678,4
57,2018-01-01 01:46:00,13405.2,13419.29,13401.13,13401.14,3.297682,-0.00030286754393826776,4
58,2018-01-01 01:47:00,13405.0,13405.0,13377.0,13380.6,16.251397,-0.0015327054265531492,4
59,2018-01-01 01:48:00,13401.09,13405.0,13380.62,13380.68,4.5904359999999995,5.978805135864462e-06,4
60,2018-01-01 01:49:00,13380.69,13380.73,13349.0,13370.0,12.252362,-0.0007981657135511799,4
61,2018-01-01 01:50:00,13380.0,13440.01,13380.0,13400.0,13.266325,0.002243829468960401,4
62,2018-01-01 01:51:00,13400.0,13400.0,13369.99,13380.0,3.932732,-0.0014925373134327957,4
63,2018-01-01 01:52:00,13369.99,13380.0,13343.03,13346.44,6.891834,-0.002508221225709928,4
64,2018-01-01 01:53:00,13343.03,13345.55,13320.01,13325.0,6.468037,-0.0016064208882669018,4
65,2018-01-01 01:54:00,13325.0,13325.02,13300.2,13300.21,11.28523,-0.0018604127579737728,4
66,2018-01-01 01:55:00,13302.01,13302.01,13219.98,13230.34,19.641559,-0.005253300511796399,5
67,2018-01-01 01:56:00,13230.34,13257.98,13200.81,13230.42,9.497591,6.0467077942494285e-06,5
68,2018-01-01 01:57:00,13230.42,13230.42,13186.0,13215.0,7.872177,-0.0011654958799494075,5
69,2018-01-01 01:58:00,13200.0,13215.0,13155.38,13202.0,15.537332,-0.0009837306091562414,5
70,2018-01-01 01:59:00,13201.97,13230.47,13181.09,13203.06,9.809182,8.029086502037153e-05,5
71,2018-01-01 02:00:00,13203.0,13281.17,13202.03,13280.28,11.204114,0.005848644177940621,5
72,2018-01-01 02:01:00,13280.28,13321.14,13280.27,13317.19,8.991743,0.0027793088699936686,5
73,2018-01-01 02:02:00,13317.19,13344.02,13317.19,13317.34,7.80419,1.126363744896608e-05,5
74,2018-01-01 02:03:00,13317.4,13346.44,13317.38,13345.0,9.757591,0.002076991351125601,5
75,2018-01-01 02:04:00,13345.0,13381.97,13345.0,13366.0,10.187717,0.001573623079805131,6
76,2018-01-01 02:05:00,13366.0,13400.0,13365.99,13400.0,5.439089,0.002543767768966143,6
77,2018-01-01 02:06:00,13399.33,13399.99,13350.02,13350.5,9.439316,-0.0036940298507462943,6
78,2018-01-01 02:07:00,13350.5,13365.78,13276.96,13277.01,10.796443,-0.005504662746713573,6
79,2018-01-01 02:08:00,13299.98,13329.1,13277.01,13300.0,7.04566,0.0017315645615993969,6
80,2018-01-01 02:09:00,13318.97,13320.0,13291.59,13320.0,3.977255,0.0015037593984963404,6
81,2018-01-01 02:10:00,13320.0,13389.0,13320.0,13352.45,6.386453,0.002436186186186351,6
82,2018-01-01 02:11:00,13352.48,13411.76,13350.69,13350.69,7.783803,-0.00013181101595594047,6
83,2018-01-01 02:12:00,13350.69,13370.01,13350.69,13351.38,2.49111,5.168272201649948e-05,6
84,2018-01-01 02:13:00,13370.0,13388.82,13352.0,13360.0,4.321399,0.0006456261450127343,6
85,2018-01-01 02:14:00,13379.0,13398.81,13360.02,13387.0,2.916587,0.0020209580838324026,6
86,2018-01-01 02:15:00,13387.0,13388.0,13350.0,13364.77,3.327033,-0.0016605662209605576,6
87,2018-01-01 02:16:00,13364.76,13364.76,13343.01,13343.03,4.518965,-0.0016266647312299654,6
88,2018-01-01 02:17:00,13343.01,13343.03,13300.0,13341.96,4.321569,-8.019168060036108e-05,6
89,2018-01-01 02:18:00,13340.95,13340.95,13269.0,13269.0,7.190243,-0.0054684619051472705,6
90,2018-01-01 02:19:00,13290.0,13290.0,13228.02,13287.45,6.783491,0.001390458964503738,6
91,2018-01-01 02:20:00,13286.99,13286.99,13228.03,13256.44,4.622008,-0.0023337811242939432,6
