datetime,open,high,low,close,volume
2018-07-06 08:13:00,460.79,462.98,451.29,462.64,18849.43123
2018-07-06 12:06:00,462.65,468.0,455.65,467.18,21104.76101
2018-07-07 13:16:00,467.06,476.0,463.03,463.25,68393.49719
2018-07-07 23:25:00,463.2,474.68,461.5,473.67,38933.18991
2018-07-07 23:47:00,473.67,484.5,473.67,483.76,11903.88196
2018-07-08 04:10:00,483.76,492.89,482.22,482.55,38643.74353
2018-07-08 15:25:00,482.55,492.56,482.05,492.56,57033.78591
2018-07-09 01:12:00,492.35,495.98,484.8,485.1,59880.41427
2018-07-09 16:13:00,485.09,485.59,475.1,475.39,51406.78313
2018-07-09 23:22:00,475.8,484.0,471.05,472.44,23718.39025
2018-07-10 02:47:00,472.44,473.23,462.5,463.0,24048.8528
2018-07-10 06:08:00,463.0,464.0,450.0,454.03,30192.50751
2018-07-10 09:44:00,454.21,459.51,447.38,449.07,27830.79875
2018-07-10 11:37:00,449.8,449.8,437.77,439.57,23827.9871
2018-07-10 11:40:00,439.49,439.49,428.2,429.7,4083.87867
2018-07-10 13:24:00,429.28,439.78,427.69,439.43,19911.547169999998
2018-07-10 17:33:00,439.43,444.42,434.0,434.61,27419.72564
2018-07-10 23:21:00,434.85,442.33,431.1,432.23,17161.7093
2018-07-11 00:19:00,432.22,440.21,428.92,440.21,10854.75644
2018-07-11 03:46:00,439.88,440.99,431.43,431.91,10762.30867
2018-07-11 06:33:00,431.93,435.72,425.02,425.18,20880.28773
2018-07-11 07:45:00,425.18,435.53,424.2,434.79,10973.81877
2018-07-11 11:41:00,435.45,444.84,434.71,444.24,33493.52981
2018-07-11 16:08:00,444.21,452.69,437.03,437.51,34584.12878
2018-07-11 23:07:00,437.12,442.81,432.16,442.64,37924.55175
2018-07-12 06:16:00,442.64,445.42,435.45,435.59,51796.93354
2018-07-12 11:31:00,435.82,438.27,428.5,428.9,46983.13143
2018-07-12 21:36:00,428.9,434.53,425.11,425.27,63864.89541
2018-07-12 23:50:00,425.28,431.0,416.94,429.68,20815.64009
2018-07-13 03:02:00,429.69,436.92,426.47,436.68,27102.78525
2018-07-13 19:06:00,436.69,442.47,432.32,432.97,96471.59085
2018-07-14 00:14:00,432.97,435.12,424.62,434.74,33712.94063
2018-07-14 16:02:00,434.74,439.24,428.26,438.09,77038.10358
2018-07-15 08:52:00,438.09,440.73,430.3,439.99,92990.13765
2018-07-15 11:41:00,440.54,448.45,438.58,448.21,15473.15495
2018-07-15 16:00:00,448.21,453.5,443.65,453.29,32798.46989
2018-07-16 02:00:00,453.45,455.0,444.34,445.0,52213.03639
2018-07-16 06:56:00,444.75,454.0,444.03,453.99,22110.795570000002
2018-07-16 09:21:00,453.85,462.1,450.44,461.62,19564.61049
2018-07-16 11:00:00,461.62,470.0,459.86,469.89,20717.69915
2018-07-16 17:36:00,469.89,479.29,467.22,478.69,61369.28809
2018-07-17 05:44:00,479.27,482.38,471.78,472.5,76306.60893
2018-07-17 12:00:00,472.5,475.99,465.29,466.28,40938.29289
2018-07-17 17:37:00,466.18,477.0,465.49,476.17,45046.377440000004
2018-07-17 17:41:00,475.89,489.0,475.81,488.98,7463.77369
2018-07-17 18:01:00,489.0,499.0,488.42,499.0,13238.86633
2018-07-17 18:04:00,499.0,509.87,498.94,509.07,2853.06451
2018-07-17 18:34:00,509.07,512.0,498.02,500.0,18315.98699
2018-07-18 02:51:00,499.65,509.0,497.95,508.9,68602.65718
2018-07-18 03:39:00,508.62,515.47,503.34,504.4,15495.584209999999
2018-07-18 08:28:00,504.4,506.82,495.0,495.99,46374.25819
2018-07-18 15:21:00,495.99,501.0,488.5,489.06,62860.67134
2018-07-18 18:08:00,489.06,499.0,489.01,499.0,24854.88181
2018-07-18 18:47:00,499.0,499.5,487.0,488.29,10274.519
2018-07-18 20:02:00,488.29,490.64,480.1,480.56,14087.29467
2018-07-18 20:35:00,480.57,481.82,470.45,470.84,14517.15253
2018-07-18 22:38:00,470.83,479.3,468.01,479.28,20044.87117
2018-07-19 01:17:00,479.28,481.73,471.23,471.32,18122.19173
2018-07-19 09:51:00,471.43,479.5,469.02,479.14,57214.98391
2018-07-19 14:17:00,479.21,484.15,473.47,473.69,34639.58135
2018-07-19 16:14:00,473.46,476.61,465.79,466.52,20935.74629
2018-07-19 22:34:00,466.74,473.5,462.57,473.5,41349.10696
2018-07-19 23:15:00,472.97,478.18,467.3,467.45,5361.8880899999995
2018-07-20 01:00:00,467.75,469.61,460.07,460.11,9856.15593
2018-07-20 06:07:00,460.11,468.0,458.19,458.65,29990.95192
2018-07-20 08:12:00,458.63,465.8,451.93,465.5,21621.16385
2018-07-20 15:45:00,465.49,469.48,459.1,459.41,48466.32948
2018-07-20 16:39:00,459.52,471.02,457.18,468.76,5260.86385
2018-07-20 16:58:00,468.93,470.74,458.0,459.63,6962.46728
2018-07-20 17:58:00,459.22,460.1,450.05,450.39,12974.54618
2018-07-20 20:05:00,450.39,453.65,443.0,443.49,15046.36516
2018-07-20 22:52:00,443.51,450.25,440.0,450.22,9746.45225
2018-07-21 02:06:00,449.91,451.58,441.18,451.52,14472.12556
2018-07-21 05:11:00,451.33,460.72,451.0,460.72,8711.9566
2018-07-21 10:45:00,460.27,464.51,452.78,453.98,18007.03872
2018-07-21 12:43:00,455.17,460.59,450.28,460.53,7100.76657
2018-07-21 15:52:00,460.35,467.43,457.46,467.43,8659.75592
2018-07-22 00:02:00,467.32,468.97,457.76,458.54,21457.5449
2018-07-22 01:48:00,458.54,465.96,455.48,465.89,4575.35327
2018-07-22 14:21:00,465.82,468.24,458.47,468.0,25051.19453
2018-07-22 17:17:00,467.74,472.2,462.21,462.53,14104.73214
2018-07-22 21:25:00,462.53,467.06,455.0,456.0,9998.12604
2018-07-23 02:00:00,456.7,464.6,454.19,464.34,9943.30342
2018-07-23 08:27:00,464.34,469.82,459.5,460.0,27679.12515
2018-07-23 16:51:00,460.0,465.43,456.0,456.1,42920.20674
2018-07-23 20:38:00,456.0,459.0,448.0,448.55,21617.078
2018-07-24 05:45:00,448.58,458.0,447.11,457.19,40251.32773
2018-07-24 06:06:00,457.26,466.0,454.93,465.45,6788.16421
2018-07-24 07:14:00,465.46,476.0,464.0,475.31,15043.4687
2018-07-24 08:36:00,475.32,477.0,467.01,467.14,14041.46414
2018-07-24 11:29:00,467.25,476.5,466.32,476.47,14801.33697
2018-07-24 13:41:00,476.47,479.73,468.05,479.63,24487.43808
2018-07-24 14:30:00,479.7,484.27,474.13,474.4,15793.71316
2018-07-24 23:39:00,474.38,480.79,470.0,480.79,35150.88486
2018-07-25 08:10:00,480.79,485.77,475.0,475.01,56022.24446
2018-07-25 15:21:00,475.01,476.43,466.05,466.25,57153.919050000004
2018-07-25 19:54:00,466.27,474.1,464.0,473.84,36250.39511
2018-07-26 06:42:00,473.66,481.24,471.01,481.0,59418.459820000004
2018-07-26 12:30:00,481.0,485.0,474.96,475.14,49820.13255
2018-07-26 21:02:00,474.93,480.0,468.44,469.71,61686.60831
2018-07-26 23:02:00,469.72,470.38,460.08,460.25,19526.21854
2018-07-27 13:05:00,460.25,467.12,456.97,457.04,108669.42128
2018-07-27 15:17:00,457.05,467.5,455.84,466.62,20550.20402
2018-07-28 14:04:00,466.63,474.0,464.06,464.37,170236.84183
2018-07-29 00:07:00,464.75,470.78,460.82,470.78,63787.50257
2018-07-29 11:35:00,470.78,472.0,462.15,462.17,68070.30261
2018-07-30 00:10:00,462.17,469.84,459.9,460.16,73655.3415
2018-07-30 13:39:00,460.16,469.79,457.9,459.02,99655.62869
2018-07-30 17:15:00,458.55,462.68,452.67,452.82,24899.57728
2018-07-30 22:19:00,452.82,456.39,446.1,455.88,43373.33533
2018-07-31 08:24:00,455.5,458.39,447.65,448.13,63835.42338
2018-07-31 10:32:00,448.17,448.69,437.8,438.43,25035.72531
2018-07-31 12:32:00,438.98,440.68,429.25,431.13,28971.06635
2018-08-01 01:44:00,431.5,436.24,424.25,425.0,117433.91406
2018-08-01 01:58:00,424.84,426.71,414.74,416.34,6876.60626
2018-08-01 06:33:00,416.34,420.59,411.62,420.53,41710.72453
2018-08-01 16:38:00,420.53,427.46,418.11,418.57,83346.29769
2018-08-01 20:46:00,418.78,420.58,411.68,411.88,31485.43494
2018-08-01 22:15:00,411.88,417.59,406.55,417.14,17433.99707
2018-08-02 09:57:00,417.14,425.52,415.79,415.79,82572.46426
2018-08-03 00:15:00,415.78,416.42,407.21,407.21,114595.96068
2018-08-03 01:12:00,407.77,408.44,399.81,400.02,12417.062460000001
2018-08-03 07:34:00,400.13,406.62,396.61,406.41,51174.048090000004
2018-08-03 14:07:00,406.41,414.85,406.21,414.71,49995.17746
2018-08-03 18:44:00,414.7,420.01,410.82,420.0,38810.09493
2018-08-04 12:23:00,420.0,420.01,410.99,411.62,124973.76374
2018-08-04 14:25:00,412.0,412.0,402.87,403.41,22891.96519
2018-08-05 00:54:00,403.41,409.36,400.5,400.84,81855.89929
2018-08-05 03:54:00,400.84,408.62,400.16,408.43,18450.18278
2018-08-05 20:51:00,408.62,412.0,402.19,411.1,113573.00865
2018-08-06 13:16:00,411.1,413.28,404.71,404.77,115026.45589
2018-08-07 07:20:00,404.77,410.1,397.08,410.03,121061.03512
2018-08-07 19:48:00,410.03,412.76,402.23,402.32,96492.76775
2018-08-07 20:00:00,402.32,402.7,393.33,393.98,8459.78449
2018-08-07 20:13:00,393.98,394.37,385.13,385.16,5544.05642
2018-08-07 21:03:00,385.38,390.0,380.99,380.99,12537.98726
2018-08-07 21:27:00,381.12,382.41,372.73,373.56,7595.87466
2018-08-07 21:57:00,373.55,377.74,369.19,377.66,6815.58279
2018-08-08 00:09:00,377.64,382.63,374.25,374.31,26125.72295
2018-08-08 01:08:00,374.28,379.18,370.56,378.74,10002.18879
2018-08-08 04:10:00,378.68,380.42,372.08,372.28,25802.75942
2018-08-08 08:02:00,372.16,374.99,364.95,366.49,52890.35601
2018-08-08 14:06:00,366.09,370.0,360.73,361.63,59034.58879
2018-08-08 15:00:00,361.34,365.65,355.5,365.41,15882.65139
2018-08-08 16:18:00,365.41,369.5,361.83,362.0,16646.7723
2018-08-08 16:39:00,362.2,362.6,353.29,353.92,6181.99353
2018-08-08 16:51:00,353.92,358.0,347.25,356.09,10641.68556
2018-08-08 19:02:00,356.09,359.5,350.89,358.96,32957.6242
2018-08-08 21:14:00,358.83,364.31,355.29,355.81,18680.36622
2018-08-08 22:52:00,355.81,359.01,350.8,351.02,12572.7947
2018-08-09 00:14:00,351.36,357.75,349.57,357.41,12427.93352
2018-08-09 05:05:00,357.29,363.29,355.53,363.08,34398.42704
2018-08-09 12:05:00,363.08,363.4,355.71,355.79,72799.48271
2018-08-09 13:46:00,355.79,361.0,350.51,360.11,25437.03312
2018-08-09 15:03:00,360.11,368.25,359.62,367.47,24623.35701
2018-08-09 21:37:00,367.42,368.65,361.02,368.56,69629.15949
2018-08-10 01:48:00,368.59,369.9,361.58,361.76,35318.68633
2018-08-10 12:32:00,361.76,363.65,353.5,363.3,104811.18416
2018-08-10 17:25:00,363.19,363.27,355.25,355.61,44407.89126
2018-08-10 20:47:00,355.61,358.33,349.5,349.56,29594.66533
2018-08-10 21:01:00,349.97,350.27,341.75,342.48,9635.56929
2018-08-10 21:06:00,342.46,342.62,333.0,333.0,4279.78194
2018-08-10 21:47:00,333.01,335.89,327.55,327.97,17931.27009
2018-08-10 23:44:00,327.97,332.9,325.95,332.68,30771.12407
2018-08-11 01:42:00,332.68,332.98,325.01,325.6,23700.64122
2018-08-11 03:40:00,325.6,326.49,319.0,319.2,22661.49063
2018-08-11 05:09:00,319.2,321.5,311.0,314.39,25489.41948
2018-08-11 08:31:00,314.36,318.52,312.0,318.41,42595.92652
2018-08-11 11:45:00,318.35,318.76,312.3,312.39,37543.96028
2018-08-11 12:28:00,312.39,315.68,308.0,308.0,8566.246070000001
2018-08-11 14:33:00,308.22,312.55,305.0,312.53,28571.39306
2018-08-11 16:12:00,312.42,313.26,306.1,306.51,23055.4491
2018-08-11 17:15:00,306.51,312.88,304.45,312.88,17072.23326
2018-08-11 17:17:00,312.36,320.8,311.93,320.25,2473.8103199999996
2018-08-11 17:33:00,320.26,324.72,315.0,324.61,13952.38768
2018-08-11 19:11:00,324.61,327.0,319.76,319.82,30044.06001
2018-08-11 22:55:00,319.82,326.45,319.23,326.01,37758.56239
2018-08-11 23:29:00,326.1,330.5,322.18,322.53,14318.67233
2018-08-11 23:57:00,322.54,324.95,317.56,317.9,10797.53565
2018-08-12 00:50:00,317.97,321.72,313.42,321.49,13684.62675
2018-08-12 05:36:00,321.48,325.0,316.9,324.32,44689.25348
2018-08-12 11:16:00,324.32,327.13,318.0,320.45,23387.62606
2018-08-12 15:39:00,320.45,323.0,315.75,322.7,18570.84502
2018-08-12 19:43:00,322.7,326.33,317.31,317.68,19413.004820000002
2018-08-13 05:49:00,317.39,323.2,315.28,315.29,59176.66264
2018-08-13 08:32:00,315.47,321.99,313.43,321.69,39400.08019
2018-08-13 14:40:00,321.85,321.85,314.8,315.06,74457.87436
2018-08-13 15:21:00,315.05,315.88,308.55,308.98,9163.47629
2018-08-13 15:42:00,308.98,309.81,302.65,303.24,10766.52212
2018-08-13 16:40:00,303.06,303.73,295.49,296.03,27009.83109
2018-08-13 17:06:00,296.1,296.5,289.14,289.8,16330.13989
2018-08-13 18:40:00,289.79,291.54,284.24,291.25,42477.37173
2018-08-13 19:17:00,291.26,291.72,284.24,285.3,11820.63783
2018-08-13 22:16:00,285.3,289.95,282.61,283.73,22022.43292
2018-08-14 00:16:00,283.65,286.26,279.39,280.0,13822.33247
2018-08-14 00:31:00,280.0,280.0,273.7,273.82,9277.70533
2018-08-14 01:07:00,273.77,275.07,268.0,268.0,13184.31647
2018-08-14 01:47:00,268.0,268.43,261.0,261.15,20652.58926
2018-08-14 01:57:00,261.17,263.18,256.6,256.95,10146.637420000001
2018-08-14 02:06:00,256.93,257.15,251.0,251.04,10625.02264
2018-08-14 02:11:00,251.02,273.0,250.0,257.38,8546.970089999999
2018-08-14 02:22:00,257.39,262.0,256.0,261.71,10000.63898
2018-08-14 02:26:00,261.71,267.33,261.57,267.03,3234.6777
2018-08-14 02:48:00,267.03,267.13,259.74,261.02,11669.54411
2018-08-14 03:15:00,261.02,265.43,259.19,265.13,11408.30794
2018-08-14 04:12:00,265.1,269.83,263.04,268.79,18566.43177
2018-08-14 05:58:00,268.77,271.61,266.0,266.0,36492.83374
2018-08-14 07:37:00,266.13,267.86,261.08,267.57,30460.87753
2018-08-14 08:54:00,267.95,271.99,264.64,265.71,24793.53907
2018-08-14 11:08:00,265.77,266.96,260.52,261.0,39289.35768
2018-08-14 12:49:00,260.83,267.24,259.23,267.01,28814.3189
2018-08-14 14:19:00,266.99,267.83,261.07,261.93,23752.95034
2018-08-14 14:27:00,261.97,262.01,256.21,256.25,4687.42837
2018-08-14 15:46:00,256.25,258.16,252.0,258.15,28983.04986
2018-08-14 15:52:00,258.08,263.85,258.06,263.61,4211.116840000001
2018-08-14 16:02:00,263.87,264.28,257.68,257.73,4209.394679999999
2018-08-14 16:38:00,257.73,259.58,253.82,254.0,10877.37832
2018-08-14 16:52:00,254.0,259.29,253.35,258.71,4818.38641
2018-08-14 19:10:00,258.83,260.14,254.45,260.04,33402.95448
2018-08-14 22:39:00,260.04,263.61,257.8,263.61,46672.57923
2018-08-14 23:20:00,263.35,270.0,263.0,269.51,13082.7925
2018-08-14 23:26:00,269.51,277.88,269.42,277.44,4921.64332
2018-08-14 23:46:00,277.14,280.34,273.46,273.75,10622.7995
2018-08-14 23:55:00,273.72,279.96,272.01,278.33,4389.19146
2018-08-15 00:10:00,278.28,286.23,277.48,286.01,7506.41216
2018-08-15 00:26:00,286.01,287.02,279.1,279.75,9501.03523
2018-08-15 01:00:00,279.86,284.5,277.19,284.26,9937.4864
2018-08-15 02:14:00,284.41,286.97,279.0,286.32,23955.34617
2018-08-15 03:10:00,286.48,291.64,284.61,284.71,23188.16389
2018-08-15 05:43:00,284.72,287.25,280.51,280.69,43259.38981
2018-08-15 07:36:00,280.69,285.2,278.15,284.61,28744.13123
2018-08-15 09:25:00,284.61,288.26,281.94,281.94,26708.47122
2018-08-15 12:46:00,281.94,284.82,279.0,284.67,45359.95137
2018-08-15 15:00:00,284.76,290.66,282.0,290.46,33798.18784
2018-08-15 15:17:00,290.46,295.0,288.15,294.62,12200.65099
2018-08-15 16:13:00,294.68,297.6,290.29,297.6,18033.98608
2018-08-15 16:33:00,297.6,304.38,297.38,304.0,12401.48093
2018-08-15 17:31:00,304.01,304.45,297.13,297.9,22980.60952
2018-08-15 19:09:00,297.89,301.59,293.74,294.55,28028.58138
2018-08-15 19:54:00,294.54,295.92,288.0,288.22,16992.78603
2018-08-15 21:33:00,288.21,290.5,284.16,290.5,30194.75781
2018-08-15 23:00:00,290.5,292.19,285.35,285.82,21562.5209
2018-08-15 23:27:00,286.12,287.46,280.56,280.66,9116.04054
2018-08-16 00:52:00,280.67,283.0,276.3,282.67,27628.36886
2018-08-16 03:07:00,282.67,285.83,279.0,285.43,28966.93121
2018-08-16 07:15:00,285.4,287.57,281.13,287.39,39724.1274
2018-08-16 10:35:00,287.27,293.5,287.0,293.44,46265.99863
2018-08-16 12:29:00,293.44,298.6,291.62,292.22,28482.23464
2018-08-16 12:55:00,292.05,292.42,285.28,285.56,9261.78725
2018-08-16 13:42:00,285.82,291.8,285.57,291.4,14649.53733
2018-08-16 15:21:00,291.6,293.82,287.29,293.82,11030.0342
2018-08-16 20:19:00,293.64,294.19,286.66,286.86,25975.37915
2018-08-16 21:01:00,286.86,288.01,281.61,281.81,7582.3282
2018-08-16 22:22:00,281.81,287.05,281.11,287.05,6279.92818
2018-08-17 00:49:00,287.05,289.87,283.37,289.64,9949.72019
2018-08-17 02:37:00,289.48,294.99,288.66,294.94,14244.5812
2018-08-17 04:31:00,294.76,301.41,294.68,300.87,23886.4652
2018-08-17 07:13:00,300.91,302.57,295.47,302.57,42265.78426
2018-08-17 10:26:00,302.57,304.95,297.26,297.36,45227.99633
2018-08-17 14:22:00,297.27,301.1,293.51,293.65,55963.31078
2018-08-17 16:20:00,293.65,298.2,291.98,297.99,23786.19601
2018-08-17 17:02:00,297.9,303.36,297.31,303.36,15793.60423
2018-08-17 18:03:00,303.36,308.0,301.0,301.24,24176.54536
2018-08-17 21:45:00,301.23,305.45,298.04,305.45,52515.58964
2018-08-17 22:09:00,305.33,312.12,305.24,312.11,10808.1193
2018-08-18 00:38:00,312.09,318.0,310.95,317.98,39867.64564
2018-08-18 01:37:00,317.85,321.33,313.88,314.0,19360.92663
2018-08-18 03:01:00,314.22,315.73,308.32,308.32,24139.72034
2018-08-18 04:02:00,308.32,313.4,305.7,313.32,14255.15317
2018-08-18 06:37:00,313.36,313.54,306.75,307.11,30283.33242
2018-08-18 09:09:00,307.11,309.72,303.0,309.7,29503.58438
2018-08-18 13:03:00,309.64,313.65,306.53,306.72,53860.09241
2018-08-18 13:47:00,306.73,307.0,300.18,300.23,18158.625
2018-08-18 14:57:00,300.23,303.0,290.0,294.38,20451.10195
2018-08-18 15:04:00,294.23,294.97,287.75,288.45,9614.03756
2018-08-18 15:20:00,288.42,293.21,286.68,287.1,15702.59161
2018-08-18 16:26:00,287.12,290.98,283.67,284.28,27006.88561
2018-08-18 18:15:00,284.28,288.29,281.79,288.28,35366.7946
2018-08-18 20:42:00,288.06,291.0,284.9,285.05,32235.88448
2018-08-18 21:28:00,285.04,291.05,284.68,290.83,9875.93923
2018-08-18 22:08:00,291.06,297.03,290.9,296.82,8568.12835
2018-08-18 22:51:00,296.87,300.43,293.09,293.31,12566.90257
2018-08-19 00:03:00,293.12,297.78,291.01,291.25,13637.67735
2018-08-19 01:19:00,291.24,294.73,288.71,294.72,13204.26391
2018-08-19 03:34:00,294.71,295.94,288.6,288.85,23002.85243
2018-08-19 06:09:00,289.05,295.09,288.2,295.0,26097.90116
2018-08-19 11:12:00,294.84,299.32,292.4,298.99,55042.36399
2018-08-19 13:38:00,299.0,304.01,297.57,304.0,24847.44086
2018-08-19 15:07:00,304.0,307.4,300.27,300.52,28692.95728
2018-08-19 16:25:00,300.52,301.5,294.97,295.3,19111.27867
2018-08-19 17:52:00,295.3,298.89,292.0,292.35,27025.81767
2018-08-19 20:26:00,292.35,298.41,292.35,298.3,31497.55956
2018-08-20 04:49:00,298.3,304.04,296.78,297.01,88540.08125
2018-08-20 08:18:00,296.86,299.81,293.07,293.33,28077.46732
2018-08-20 09:02:00,293.33,296.22,288.14,288.16,8577.35332
2018-08-20 13:05:00,288.28,292.63,285.96,286.22,29206.73906
2018-08-20 14:50:00,286.22,287.82,282.0,287.82,18834.19846
2018-08-20 16:37:00,287.75,290.86,284.04,290.75,10385.94441
2018-08-20 19:50:00,290.69,291.9,285.64,285.83,14989.56773
2018-08-20 22:08:00,285.82,286.53,277.74,279.76,13112.46769
2018-08-20 22:15:00,279.76,279.77,272.17,272.32,5627.02294
2018-08-21 00:00:00,272.29,275.75,269.5,269.81,41366.53896
2018-08-21 01:24:00,269.95,275.39,269.7,275.32,10956.157650000001
2018-08-21 06:21:00,275.38,280.5,274.01,280.17,19397.86802
2018-08-21 08:10:00,280.18,285.0,278.21,284.81,13564.01808
2018-08-21 12:02:00,284.81,285.9,279.91,279.94,30817.79653
2018-08-21 13:41:00,279.94,282.0,275.47,275.75,21585.19452
2018-08-21 16:47:00,275.87,278.31,271.55,271.58,44305.60789
2018-08-21 16:58:00,271.71,277.5,271.0,277.37,4459.50657
2018-08-21 21:18:00,277.19,279.13,273.5,279.12,51657.15225
2018-08-22 01:01:00,279.07,283.23,277.0,283.0,44475.96984
2018-08-22 01:04:00,283.0,288.92,282.87,288.7,4683.3277
2018-08-22 01:07:00,288.53,295.15,288.53,295.0,6635.182049999999
2018-08-22 01:18:00,295.01,298.62,290.51,298.22,13486.704090000001
2018-08-22 01:38:00,298.21,298.89,291.3,291.79,11879.83115
2018-08-22 02:01:00,291.79,298.61,291.28,298.6,8914.41754
2018-08-22 02:06:00,298.51,298.75,292.0,292.64,3957.7232400000003
2018-08-22 05:17:00,292.54,294.0,287.14,287.24,49240.25186
2018-08-22 15:57:00,287.17,287.51,280.53,280.53,127543.24467
2018-08-22 16:03:00,280.89,281.17,274.15,274.8,12446.73891
2018-08-22 18:59:00,274.79,277.64,271.22,271.28,51570.12731
2018-08-22 21:00:00,271.23,272.54,265.99,266.56,33192.24976
2018-08-22 22:09:00,266.55,267.83,261.78,261.79,20959.97403
2018-08-22 22:22:00,261.78,267.0,259.5,266.67,8423.309229999999
2018-08-22 23:07:00,266.7,272.81,265.78,272.21,20319.93297
2018-08-23 00:51:00,272.42,274.17,268.26,273.96,21325.53874
2018-08-23 03:33:00,273.96,275.8,269.71,269.79,42059.85206
2018-08-23 11:39:00,269.75,274.82,268.75,268.84,79492.85069
2018-08-23 14:05:00,268.84,273.8,267.55,273.78,25063.489990000002
2018-08-23 16:24:00,273.51,278.0,271.46,277.9,34352.62532
2018-08-23 19:28:00,277.99,280.3,273.04,273.05,35066.31259
2018-08-23 21:05:00,273.05,278.0,270.35,276.61,24308.4233
2018-08-24 14:40:00,276.58,278.67,271.99,272.0,200633.64777
2018-08-24 18:41:00,272.0,277.98,270.22,277.49,45934.50746
2018-08-25 06:50:00,277.49,283.1,276.56,277.08,130024.90568
2018-08-26 02:14:00,277.18,281.0,274.67,274.84,198594.66879
2018-08-26 11:31:00,274.78,275.09,268.69,275.01,91870.0147
2018-08-27 04:23:00,275.02,278.47,271.13,278.24,166565.93134
2018-08-27 22:58:00,278.27,281.43,274.05,280.1,210472.46638
2018-08-27 23:42:00,280.09,286.12,280.08,285.75,14459.66902
2018-08-28 11:45:00,285.87,288.9,282.66,288.48,150238.82901
2018-08-28 19:09:00,288.48,292.86,286.39,292.83,103095.31161
2018-08-28 23:32:00,292.73,297.8,291.32,297.7,66995.66355
2018-08-29 02:59:00,297.7,298.0,291.35,291.88,41143.2297
2018-08-29 12:17:00,291.82,296.28,289.94,296.0,127599.73356
2018-08-29 15:16:00,296.0,296.37,288.5,289.42,39936.84785
2018-08-29 16:03:00,289.19,290.12,283.55,284.07,20749.48899
2018-08-29 17:09:00,284.19,289.9,283.86,289.82,19576.0831
2018-08-30 02:33:00,289.82,292.06,285.63,285.96,104868.2435
2018-08-30 08:48:00,286.12,287.25,281.0,281.46,85473.23475
2018-08-30 12:41:00,281.35,281.79,275.3,275.57,62640.57817
2018-08-30 18:40:00,275.46,279.82,273.34,274.06,79169.23948
2018-08-30 20:14:00,274.19,278.99,271.88,278.86,24370.74296
2018-08-30 20:34:00,278.77,284.09,277.64,283.98,14416.72259
2018-08-31 01:53:00,283.98,287.0,280.24,280.25,68531.02544
2018-08-31 12:41:00,280.28,282.9,277.0,277.06,127911.4315
2018-08-31 17:44:00,277.18,289.0,276.59,282.51,82636.71719
2018-09-01 03:19:00,282.51,288.18,281.11,287.9,98150.18601
2018-09-01 14:52:00,287.9,291.2,284.04,291.2,117430.59578
2018-09-01 15:01:00,291.2,297.38,291.0,297.12,16623.5
2018-09-01 19:36:00,297.26,301.25,294.78,301.15,99755.29763
2018-09-01 22:12:00,301.15,302.0,295.95,295.99,25409.94191
2018-09-02 03:43:00,296.07,297.94,290.96,297.38,33031.3424
2018-09-02 10:42:00,297.56,299.33,292.52,292.72,55108.08054
2018-09-02 16:57:00,292.72,295.65,288.87,295.41,46406.80434
2018-09-03 04:14:00,295.42,297.0,290.19,290.19,63600.28362
2018-09-03 19:27:00,290.18,292.72,285.99,292.52,175166.83204
2018-09-04 04:14:00,292.67,293.36,286.65,287.06,121036.28235
2018-09-04 12:01:00,287.11,289.13,283.04,289.0,108281.91641
2018-09-04 18:43:00,288.92,292.64,286.18,286.41,94189.7703
2018-09-05 09:48:00,286.41,287.62,281.59,281.69,184736.12539
2018-09-05 09:52:00,281.69,281.86,275.0,275.04,7351.409089999999
2018-09-05 09:56:00,275.04,275.63,269.0,269.25,4859.84893
2018-09-05 10:05:00,269.24,269.98,260.0,260.01,10811.05829
2018-09-05 10:13:00,260.01,265.49,259.99,265.29,9519.42142
2018-09-05 10:48:00,265.09,265.55,257.97,258.8,26773.3595
2018-09-05 10:52:00,257.97,259.64,252.0,252.17,4659.65899
2018-09-05 11:07:00,252.17,257.37,251.3,257.37,14184.32978
2018-09-05 12:15:00,257.37,259.43,253.25,259.42,35462.67732
2018-09-05 15:43:00,259.18,261.57,255.91,255.93,80767.95027
2018-09-05 16:47:00,256.0,257.0,250.0,250.17,26690.04306
2018-09-05 16:49:00,250.02,250.4,244.2,244.41,6200.21684
2018-09-05 17:05:00,244.94,246.51,238.88,240.37,23762.16049
2018-09-05 17:37:00,240.38,245.5,239.19,245.45,19147.79739
2018-09-05 20:59:00,245.49,246.25,240.19,246.22,80035.58564
2018-09-05 22:10:00,246.23,246.9,241.83,241.83,15239.54088
2018-09-05 23:44:00,241.83,243.18,234.64,234.9,31563.90219
2018-09-05 23:46:00,234.64,234.91,230.0,230.0,4474.5382
2018-09-06 00:16:00,230.0,231.43,225.08,225.28,26441.48874
2018-09-06 00:18:00,225.28,225.67,220.0,220.0,3848.64927
2018-09-06 00:21:00,220.11,220.5,214.58,215.16,4731.56297
2018-09-06 00:27:00,215.46,218.05,212.0,212.59,10522.18111
2018-09-06 00:37:00,212.59,218.1,212.08,218.01,11359.27886
2018-09-06 00:49:00,218.13,223.0,217.59,222.59,13931.22431
2018-09-06 01:06:00,222.59,227.75,222.11,222.34,17873.11071
2018-09-06 01:56:00,222.34,227.0,221.29,226.86,25705.68339
2018-09-06 02:13:00,226.86,231.7,226.57,231.59,12134.09419
2018-09-06 03:25:00,231.59,233.19,227.69,227.74,34845.99259
